title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
The Resilience Mindset,,Xspurts.com,,,,43,Self-Management,resilience,none,Self-Help,,https://play.google.com/store/books/details?id=b5DlEAAAQBAJ&source=gbs_api,Table of Contents Introduction The Resilience Mindset: Conquer Anything Life Throws Your Way with Resilience THE DEFINITION OF RESILIENCE THE IMPORTANCE OF RESILIENCE BUILDING EMOTIONAL RESILIENCE DEVELOPING MENTAL RESILIENCE BUILDING PHYSICAL RESILIENCE CULTIVATING SOCIAL RESILIENCE RESILIENCE IN THE FACE OF ADVERSITY RESILIENCE AND PERSONAL GROWTH RESILIENCE IN PROFESSIONAL LIFE TEACHING RESILIENCE TO CHILDREN RESILIENCE AND MENTAL HEALTH PRACTICING RESILIENCE IN DAILY LIFE FREQUENTLY ASKED QU,Google Books,2026-08-30
The Resilience Mindset,Terry Healey,ECW Press,2025,,,217,Professional Effectiveness,career|success,none,Business & Economics,9781778525087,https://play.google.com/store/books/details?id=ic1WEQAAQBAJ&source=gbs_api,"Winner, National Indie Excellence Award (Cancer), 2026 Winner, Nonfiction Book Awards, (Gold Winner), 2026 An actionable framework to overcome adversity and create a more fulfilling life. “Resilience is a critical skill for all of us, for our careers but even more so for life. This is a must-buy book as Terry teaches how to build resilience, gain confidence, and embrace change.” — Tracey Newell, board member, past president of Informatica; author of Hers for the Taking: Your Path to the C-Suite ",Google Books,2026-08-30
The Resilience Mindset,Elias Van,Mindful Pages,2025,,,0,Self-Management,resilience|adaptability|anxiety|habits,none,Business & Economics,9789371773768,http://books.google.com/books?id=m2zF0QEACAAJ&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"When the economy falters, most people react with fear-cutting back, freezing up, and hoping to outlast the storm. But downturns don't just take things away; they reveal new paths for those who know how to think differently. This book offers a fresh blueprint for building resilience during economic downturns, showing how ordinary people can protect themselves, stay calm, and even find opportunity when everything seems uncertain. Instead of focusing only on numbers in a bank account, it reveals wh",Google Books,2026-08-30
Learning Limitless Knowledge,Ibrahim M. Alarifi,Balboa Press,2023,,,287,Uncategorised,,none,Self-Help,9798765245309,https://play.google.com/store/books/details?id=B-viEAAAQBAJ&source=gbs_api,"Learning new skills is enjoyable and essential in today’s fast-paced world. The drive to improve ourselves has allowed us to travel through time and space in search of new perspectives. In Learning Limitless Knowledge, author Ibrahim M. Alarifi begins his quest to discover how far our minds can go, offering a path to unlock the boundless possibilities of the human mind. He takes a deep dive into several subjects and explores various disciplines—from science to philosophy, history to literature. ",Google Books,2026-08-30
The Mind of a Leader,Bruce E. Winston,Springer Nature,2022,,,254,Relationship Management,influence|mentoring|leadership|relationship,none,Business & Economics,9783031072062,https://play.google.com/store/books/details?id=CP2AEAAAQBAJ&source=gbs_api,"This edited collection examines the mind of leaders throughout the Bible to understand how thoughts and behaviors can support or sabotage leadership efforts. It is divided into three parts: the first part addresses thinking, influence, and communicating through the theoretical lenses of humility, metacognition, and personal well-being. Part Two addresses managing, motivating, and change through the theoretical lenses of leader-follower relationships and Lewin’s change model. Finally, Part Three ",Google Books,2026-08-30
The Transformation Equation,Prabhu TL,NestFame Creations Pvt Ltd.,2025,,,127,Self-Management,resilience|perseverance|habits,none,Self-Help,,https://play.google.com/store/books/details?id=-mxBEQAAQBAJ&source=gbs_api,"Discover the extraordinary power of personal evolution through ""The Transformation Equation."" This thought-provoking and illuminating masterpiece delves deep into the realms of self-discovery, growth, and empowerment. Prepare to embark on a journey that will reshape your perception of change and guide you towards harnessing your innate potential. ""The Transformation Equation"" is not just a book; it's a guiding light for those who seek to unlock their true selves and reach unparalleled heights of",Google Books,2026-08-30
Bulletproof Business in a Recession Year,Elena Brooks,epubli,2026,,,219,Self-Management,resilience,none,Business & Economics,9783565312610,https://play.google.com/store/books/details?id=7zHIEQAAQBAJ&source=gbs_api,"Economic contraction exposes the fragility concealed within businesses that thrived in favorable conditions. This book explores how enterprises construct genuine operational resilience — not through reactive cost-cutting, but through deliberate structural decisions made before and during periods of economic uncertainty. It examines the underlying dynamics of recession-resistant businesses, revealing how cash flow discipline, client concentration risk, pricing strategy, and operational flexibilit",Google Books,2026-08-30
Flourish Through Adversity,Blythe Mallory,Publifye AS,2024,,,213,Thinking & Deciding,logic|cognitive,none,Self-Help,9788233931520,https://play.google.com/store/books/details?id=7oAoEQAAQBAJ&source=gbs_api,"""""Flourish Through Adversity"""" offers a transformative journey for those grappling with life's challenges. This empowering guide combines psychological insights with practical strategies, providing a roadmap for turning setbacks into stepping stones. Through a blend of mindfulness techniques and cognitive-behavioral approaches, readers learn to cultivate resilience and personal growth in the face of adversity. The book's unique """"Adversity Response Toolkit"""" stands out, offering customizable cop",Google Books,2026-08-30
The Winning Mindset,David Niethe,HarperCollins Australia,2024,,,205,Professional Effectiveness,performance|focus|success,none,Self-Help,9781775492788,https://play.google.com/store/books/details?id=DBPyEAAAQBAJ&source=gbs_api,"What would you do in life if you knew you couldn't fail? By adopting this winning mindset, you can become fearless and capable of enduring any feedback or criticism without it affecting your self-belief. David Niethe is a mental-performance coach with a unique philosophy. His simple and effective strategies have helped business owners and elite athletes, students and CEOs, find unlimited success and confidence. The Winning Mindset will show you how to: Build a strong self-image Overcome self-lim",Google Books,2026-08-30
Resilience Mindset Wordcard Podcast Season 1,Justine Martin,Independently Published,2024,,,0,Self-Management,resilience,none,Biography & Autobiography,9798326875020,http://books.google.com/books?id=NW7Q0AEACAAJ&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"Embark on a transfer journey through the pages of the Ruth Williams mindset podcast season one book from the depths of adversity to the heights of trying this collection of raw, honest, and heartfelt stories of his readers, a profound exploration of the human spirit's resilience, hosted by Justine Martin resilience, mindset podcast season, one book features intimate conversations with 25the pages of the Ruth Williams mindset podcast season one book from the depths of adversity to the heights of ",Google Books,2026-08-30
The Resilience Mindset,Robert Hall,Austin Macauley Publishers,2025,,,165,Relationship Management,influence|trust,none,Philosophy,9781035878291,https://play.google.com/store/books/details?id=WimhEQAAQBAJ&source=gbs_api,"Resilience can help cope with a volatile and uncertain world. It is not designed to provide solutions to the causes of the shocks and stresses, but rather to establish a baseline from which we can operate, recover, and move forward. In simple terms, it is about surviving and thriving. Yet, resilience, whether professional or personal, requires an appropriate mindset or set of beliefs if it is to be effective. That mindset is shaped by values, attitudes, culture, responsibilities, and experiences",Google Books,2026-08-30
Bouncing Forward,Justine Martin,,2025,,,0,Self-Management,resilience|motivation,none,Self-Help,9781764006309,http://books.google.com/books?id=RNwc0QEACAAJ&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"Discover the transformative power of resilience with ""Resilience Mindset Quotes: Words to Bounce Forward."" This curated collection features the very quotes that have inspired Justine Martin on stage and into her daily life, offering strength and motivation to persevere. Let these words serve as a catalyst for personal growth, empowering you to embrace challenges with a resilient mindset and to bounce forward with renewed vigour.",Google Books,2026-08-30
"Raising Resilient Children with Autism Spectrum Disorders: Strategies for Maximizing Their Strengths, Coping with Adversity, and Developing a Social Mindset","Robert Brooks, Sam Goldstein",McGraw Hill Professional,2012,,,289,Self-Management,resilience|optimism,none,Family & Relationships,9780071739863,https://play.google.com/store/books/details?id=4HgyGneIQOgC&source=gbs_api,"New hope for parents raising a child with autism spectrum disorders In Raising Resilient Children with Autism Spectrum Disorders, noted psychologists and bestselling authors Dr. Goldstein and Dr. Brooks teach you the strategies and mindset necessary to help your child develop strength, hope, and optimism. This is the first approach for autism spectrum disorders based in the extremely popular field of positive psychology. Drs. Brooks and Goldstein--world-renowned experts on child psychology and, ",Google Books,2026-08-30
