title,author,age_range,book_type,audience,casel_domain,problem_tags,source,isbn,description,cover_url,rating,ratings_count,goodreads_rating,goodreads_ratings_count,goodreads_url,amazon_url
Be Honest and Tell the Truth,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Responsible-Decision-Making,honesty,Free Spirit Publishing,9781631982293,"Teach children that being honest in words and actions builds trust and self-confidence, and that telling the truth can take courage and tact.",https://books.google.com/books/content?id=qVByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982293
Reach Out and Give,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Social-Awareness,"kindness,empathy",Free Spirit Publishing,9781631982323,"Introduce children to gratitude and philanthropy, and show them how they can contribute to their community in simple, meaningful ways.",https://books.google.com/books/content?id=v1ByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982323
When I Feel Afraid,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Self-Management,"fear,anxiety",Free Spirit Publishing,9781631982361,Help children understand their fears and teach them simple coping skills.,https://books.google.com/books/content?id=jVByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982361
Understand and Care,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Social-Awareness,"empathy,perspective-taking",Free Spirit Publishing,9781631982354,Build empathy in children and guide them to show they care by listening to others and respecting their feelings.,https://books.google.com/books/content?id=slByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982354
Try and Stick With It,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Self-Management,"resilience,growth-mindset",Free Spirit Publishing,9781631982347,"Introduce children to flexibility, stick-to-it-iveness (perseverance), and the benefits of trying something new.",https://books.google.com/books/content?id=klByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982347
Talk and Work It Out,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Relationship-Skills,"conflict,communication",Free Spirit Publishing,9781575427966,"What’s the best way to solve problems between people? By talking them over and working them out. It’s never too soon for children to learn the process of peaceful conflict resolution. This book distills it into clear, simple language and supporting illustrations. Children learn to calm themselves, state the problem, listen, think of solutions, try one, evaluate results, and even agree to disagree…",https://books.google.com/books/content?id=G1n-uCl_e7IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575427966
Share and Take Turns,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Relationship-Skills,"sharing,cooperation",Free Spirit Publishing,9781631980176,"Help children practice sharing, understand how and why to share, and realize the benefits of sharing.",https://books.google.com/books/content?id=xFByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631980176
Respect and Take Care of Things,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Responsible-Decision-Making,responsibility,Free Spirit Publishing,9781415576502,"Talks about picking up after yourself, putting things back where they belong, and asking permission to use other people's things.",https://books.google.com/books/content?id=Q4tzswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781415576502
Listen and Learn,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Relationship-Skills,"communication,social-skills",Free Spirit Publishing,9798885542005,"Knowing how to listen is essential to learning, growing, and getting along with others. This gentle, encouraging book introduces and explains what listening means, why it’s important, and how to listen well. Realistic examples and inviting full-color illustrations bring the concepts to life. The focus throughout is on the positive results of being a good listener. Made to be read aloud, this book…",https://books.google.com/books/content?id=XIL0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885542005
Know and Follow Rules,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Responsible-Decision-Making,"responsibility,choices",Free Spirit Publishing,9798885541992,"A child who isn’t following the rules is a child who’s always in trouble. This book starts with simple reasons why we have rules: to help us stay safe, learn, be fair, and get along. Then it presents just four basic rules: “Listen,” “Best Work,” “Hands and Body to Myself,” and “Please and Thank You.” The focus throughout is on the positive sense of pride that comes with learning to follow rules.…",https://books.google.com/books/content?id=QoX0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885541992
Join In and Play,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Relationship-Skills,"friendship,social-skills",Free Spirit Publishing,9781631982316,"Teach the basics of cooperation, getting along, making friends, and being a friend.",https://books.google.com/books/content?id=llByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982316
Be Polite and Kind,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Social-Awareness,"kindness,manners,social-skills",Free Spirit Publishing,9781575428031,"When children are kind, courteous, and respectful, people enjoy being around them and reciprocate with the same behavior. This book helps kids understand the importance of showing politeness, speaking kindly, using basic courtesies (“please,” “thank you,” “excuse me”), and respecting the feelings of others. Scenarios and role-play activities help adults reinforce the book's lessons.",https://books.google.com/books/content?id=6BTnyN9iSjEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575428031
Be Careful and Stay Safe,Cheri J. Meiners,6-8,children_nonfiction,"children,educators",Responsible-Decision-Making,"responsibility,choices",Free Spirit Publishing,9781631982286,"Teach children how to avoid potential dangers, ask for help, follow directions, use things carefully, and plan ahead.",https://books.google.com/books/content?id=sFByEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982286
How to Take the Grrrr Out of Anger,Elizabeth Verdick & Marjorie Lisovskis,9-12,children_nonfiction,"children,educators",Self-Management,"anger,impulse-control",Free Spirit Publishing,9781442999343,"If you learn to handle your anger, you'll feel calmer and more peaceful. This can make it easier for you to get along at home, at school, and out in the world. Your family and friends will respect how well you handle your feelings. Best of all, you'll feel better about yourself. You'll be a stronger, healthier person - guaranteed.",https://books.google.com/books/content?id=6MOcBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781442999343
Bullies Are a Pain in the Brain,Trevor Romain,9-12,children_nonfiction,"children,educators",Social-Awareness,"bullying,resilience",Free Spirit Publishing,9781458700506,"If you're sick of being picked on, pushed around, threatened, or teased, this book is for you. Author Trevor Romain understands what a pain bullies are. And he knows how you can become Bully-Proof. As you laugh along with Trevor's jokes and cartoons, you'll learn tried-and-true ways to deal with bullies.... So read this book if you want to get rid of the bullies in your life. (P.S. If you're a…",https://books.google.com/books/content?id=MsScBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781458700506
"Cliques, Phonies & Other Baloney",Trevor Romain,9-12,children_nonfiction,"children,educators",Relationship-Skills,"friendship,social-skills,bullying",Free Spirit Publishing,9781631982439,"Revised classic provides a humorous take on cliques, exclusion, and real friends—updated to include online clique-tivity.? Clique: It’s a word that’s spelled funny and sounds funny, and (like a vampire) can be a pain in the neck. True friends don’t make you feel left out, but for many kids, navigating social groups is tricky (because it’s cliquey), and they end up feeling excluded. This book uses…",https://books.google.com/books/content?id=MIGADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982439
Stress Can Really Get on Your Nerves,Trevor Romain & Elizabeth Verdick,9-12,children_nonfiction,"children,educators",Self-Management,"stress,resilience",Free Spirit Publishing,9781442955714,,https://books.google.com/books/content?id=KYCrAsMZ4BYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781442955714
How to Do Homework Without Throwing Up,Trevor Romain,9-12,children_nonfiction,"children,educators",Self-Management,"school-anxiety,stress,organization",Free Spirit Publishing,9781442953697,Discusses a variety of simple techniques for getting homework done.,https://books.google.com/books/content?id=QKUlrKMXWKUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781442953697
"Dude, That's Rude! (Get Some Manners)",Elizabeth Verdick & Natasha Lewin,9-12,children_nonfiction,"children,educators",Relationship-Skills,"manners,social-skills,communication",Free Spirit Publishing,9781575428192,"Kids today need manners more than ever, and Dude, That’s Rude! makes it fun and easy to get some. Full-color cartoons and kid-friendly text teach the basics of polite behavior in all kinds of situations—at home, at school, in the bathroom, on the phone, at the mall, and more. Kids learn Power Words to use and P.U. Words to avoid, why their family deserves their best manners, and the essentials of…",https://books.google.com/books/content?id=7oNURHMXuYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575428192
Don't Behave Like You Live in a Cave,Elizabeth Verdick,9-12,children_nonfiction,"children,educators",Relationship-Skills,"social-skills,communication,manners",Free Spirit Publishing,9781575427287,"Full-color cartoons and humorous, kid-friendly text teach kids how to make smarter choices about how they behave at home and at school so they stay out of trouble, feel good about themselves and their choices, and get along better with family, friends, and teachers. Better behavior isn’t just about making adults happy: it means selfcontrol, awareness, and a positive outlook, so things go better…",https://books.google.com/books/content?id=3hu6ohSR_HYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575427287
